"chr","pos","Name","regression_coef"
"chr17",8109744,"cg12945002",0.03467
"chr7",6203267,"cg05508245",-0.03467
"chr12",60014351,"cg25046649",0.03467
"chr9",138749560,"cg14160433",0.03467
"chr12",53646929,"cg23835453",-0.03466
"chr2",127897367,"cg19457456",0.03466
"chr12",58424573,"cg00059465",-0.03465
"chr2",203245987,"cg23307829",-0.03464
"chr6",16504474,"cg06811300",-0.03464
"chr2",102410238,"cg23402009",-0.03463
"chr10",86113284,"cg00787726",0.03462
"chr12",52641212,"cg15889548",0.0346
"chr8",134588309,"cg04054469",0.03458
"chr1",90032648,"cg03662858",-0.03458
"chr11",9172290,"cg13173567",0.03458
"chr6",44648270,"cg06801997",0.03458
"chr12",65675358,"cg12747525",0.03457
"chr3",106145043,"cg13476349",-0.03456
"chr2",138563241,"cg03484703",-0.03456
"chr1",52675891,"cg14838732",0.03456
"chr10",93309221,"cg15286226",-0.03453
"chr14",60761524,"cg04964845",0.03451
"chr3",47426793,"cg26147915",0.03449
"chr2",37864483,"cg10737073",-0.03449
"chr1",2244585,"cg06952577",-0.03449
"chr2",240072244,"cg10806462",-0.03447
"chr12",114246083,"cg02409234",-0.03446
"chr6",37927078,"cg13628566",-0.03446
"chr7",87937419,"cg10084803",-0.03445
"chr4",148877163,"cg24762344",-0.03445
"chr2",25445849,"cg14874819",-0.03444
"chr1",16209227,"cg12846127",0.03443
"chr2",8149360,"cg04290722",-0.03443
"chr12",9947513,"cg26535301",-0.03442
"chr9",16532778,"cg05793294",0.03442
"chr3",49382813,"cg14828187",0.03441
"chr2",102350276,"cg05874806",0.03441
"chr17",7347197,"cg02935134",-0.03441
"chr1",43975323,"cg02839334",0.0344
"chr12",49159051,"cg14138302",-0.03439
"chr10",3735029,"cg06432908",-0.03437
"chr2",112409875,"cg23524699",-0.03434
"chr15",41556123,"cg04623556",-0.03434
"chr17",10051407,"cg18539627",0.03432
"chr8",86167211,"cg05634697",-0.03432
"chr19",14785604,"cg13973985",-0.03432
"chr20",3888037,"cg11824750",0.03431
"chr12",93130178,"cg04051396",-0.03431
"chr4",140796708,"cg05001330",0.0343
"chr15",67249636,"cg21313271",-0.03429
"chr14",32662093,"cg03953460",-0.03429
"chr12",53171191,"cg11465372",0.03429
"chr6",139269418,"cg24636611",-0.03428
"chr6",35261590,"cg15352135",-0.03428
"chr1",27045762,"cg20135776",-0.03428
"chr16",30023615,"cg03890691",-0.03428
"chr10",93301356,"cg06892053",-0.03427
"chr7",130049683,"cg25863967",0.03426
"chr8",61465953,"cg15599292",-0.03426
"chr2",74968974,"cg23195903",-0.03425
"chr8",11645640,"cg21665431",0.03425
"chr5",174016363,"cg21837859",-0.03425
"chr7",43929320,"cg03211622",-0.03425
"chr6",2684536,"cg15453396",0.03423
"chr13",45341203,"cg16229649",-0.03423
"chr6",7009231,"cg16355382",0.03422
"chr12",50318666,"cg19251604",-0.03419
"chr7",138186965,"cg09908822",-0.03419
"chr13",27706117,"cg17138880",-0.03417
"chr1",47746081,"cg13789639",-0.03417
"chr11",7593838,"cg15709418",0.03417
"chr4",79513503,"cg15660962",0.03417
"chr6",7645556,"cg04499041",-0.03417
"chr1",110424048,"cg14894593",-0.03415
"chr6",10370253,"cg05566945",-0.03415
"chr16",50113788,"cg00642641",0.03415
"chr7",100892699,"cg19331779",-0.03415
"chr20",32568722,"cg09118261",0.03414
"chr17",35679212,"cg15503706",-0.03414
"chr3",196292845,"cg13174161",0.03412
"chr16",28545892,"cg22054137",-0.03412
"chr11",129564373,"cg19388930",-0.03412
"chr18",61441165,"cg01800017",0.03412
"chr10",93300683,"cg00490688",-0.03412
"chr1",225933716,"cg25552018",-0.03411
"chr2",240394204,"cg07775491",-0.03411
"chr14",68421022,"cg04579620",0.03411
"chr16",30371288,"cg21352566",0.03408
"chr3",37995561,"cg12005819",0.03407
"chr13",20764687,"cg04405176",0.03407
"chr1",11806264,"cg05132124",-0.03407
"chr12",64574965,"cg27086466",-0.03406
"chr6",4602760,"cg07409537",0.03405
"chr14",71714034,"cg12961818",0.03405
"chr7",42685827,"cg11102760",0.03402
"chr15",71641850,"cg06720578",0.034
"chr3",133363194,"cg14466576",0.03399
"chr12",53193325,"cg18845433",-0.03396
"chr7",134603932,"cg26232470",-0.03395
"chr2",173952624,"cg01602957",-0.03394
"chr3",37977733,"cg02355558",-0.03393
"chr17",4691107,"cg23528763",0.03392
"chr8",117242541,"cg21286215",-0.03391
"chr3",96758722,"cg05880385",0.03391
"chr15",39475683,"cg11870843",-0.0339
"chr11",60930380,"cg11416918",-0.0339
"chr22",30704818,"cg14943837",-0.03388
"chr9",116923695,"cg26916888",0.03388
"chr4",90074271,"cg07011692",0.03387
"chr1",184507736,"cg00022908",0.03387
"chr4",146685656,"cg16102040",-0.03387
"chr13",95311630,"cg14970554",-0.03386
"chr3",157987973,"cg23913086",-0.03385
"chr9",111186272,"cg16067193",0.03385
"chr4",95444919,"cg12091254",-0.03384
"chr11",34331548,"cg05743750",-0.03384
"chr15",45427009,"cg16747887",-0.03383
"chr10",3300329,"cg06891178",-0.03383
"chr2",191444867,"cg04447908",-0.03383
"chr12",96798663,"cg03608205",-0.03382
"chr3",50170012,"cg26829624",-0.03379
"chr10",27093175,"cg07041723",-0.03379
"chr2",102063454,"cg18701870",0.03377
"chr15",99684063,"cg09489639",-0.03376
"chr3",27577150,"cg18229075",0.03376
"chr7",143093848,"cg21294616",0.03375
"chrX",46662771,"cg09050921",0.03375
"chr12",77426239,"cg07674600",-0.03375
"chr11",112157241,"cg24054180",0.03374
"chr7",2701636,"cg21452471",0.03374
"chr8",124588906,"cg01637429",0.03373
"chr7",22409428,"cg06561990",0.03372
"chr20",33539306,"cg13607138",0.03372
"chr6",111966290,"cg02479473",0.03372
"chr17",31140261,"cg06238679",-0.03372
"chr2",17830624,"cg12793924",-0.03372
"chr6",127726154,"cg20065452",-0.03369
"chr21",44194350,"cg13211971",0.03368
"chr3",12671175,"cg25701517",0.03366
"chr15",71059029,"cg20391220",-0.03366
"chr1",166877200,"cg04912784",-0.03366
"chr20",25029330,"cg03519012",-0.03365
"chr5",19496539,"cg19714723",0.03364
"chr8",109487153,"cg19909613",0.03364
"chr2",187410662,"cg23283310",0.03362
"chr10",95820800,"cg19948367",-0.03361
"chr1",115397857,"cg10440578",-0.03361
"chr22",39003825,"cg25398307",-0.0336
"chr19",5683398,"cg01559300",-0.0336
"chr11",129330847,"cg00737847",-0.0336
"chr15",91293143,"cg19462364",-0.03359
"chr5",10532581,"cg18086460",-0.03358
"chr12",96018480,"cg12579191",0.03358
"chr6",139047738,"cg19675599",0.03358
"chr8",82374053,"cg11179901",0.03357
"chr1",18722870,"cg00440252",-0.03357
"chr2",45405210,"cg06133769",-0.03356
"chr4",1167409,"cg01546047",0.03356
"chr16",55367838,"cg09812990",-0.03354
"chr8",22548400,"cg14394550",-0.03353
"chr6",113682475,"cg26552650",-0.03353
"chr6",20455829,"cg22146418",0.03353
"chr2",169438427,"cg17307471",0.03353
"chr22",30714999,"cg00058226",-0.03352
"chr14",61274829,"cg05416161",0.03352
"chr8",125935547,"cg17584477",0.03351
"chr1",204858578,"cg02970823",0.03351
"chr2",65521323,"cg27560132",0.03351
"chr2",70388466,"cg19642252",0.0335
"chr10",126801412,"cg15438130",0.03349
"chr12",56381247,"cg26798185",0.03349
"chr5",121645297,"cg17547864",-0.03348
"chr12",96390366,"cg20461680",0.03347
"chr4",89452929,"cg16600773",0.03347
"chr4",84445417,"cg25673717",-0.03347
"chr15",33461059,"cg18330405",0.03343
"chr1",235094965,"cg16262074",0.0334
"chr2",149534343,"cg12581825",-0.03339
"chr2",232143905,"cg15364476",-0.03338
"chr11",108991744,"cg14533401",-0.03338
"chr10",23407766,"cg26047759",0.03338
"chr12",42867126,"cg03407700",0.03337
"chr8",87082065,"cg19587887",0.03336
"chr1",59758463,"cg15085741",0.03336
"chr10",95564722,"cg13731777",-0.03335
"chr12",120114103,"cg12151330",-0.03335
"chr11",43856925,"cg16540215",-0.03334
"chr15",69682850,"cg06215610",0.03333
"chr3",9790443,"cg15357639",-0.03333
"chr17",66301554,"cg08238388",0.03333
"chr3",182968758,"cg14761246",0.03332
"chr13",48667770,"cg15223864",-0.03332
"chr1",27910273,"cg02016721",-0.03331
"chr8",17394958,"cg16906456",0.0333
"chr1",110197856,"cg11903880",0.0333
"chr5",66316631,"cg04480129",-0.0333
"chr21",44142546,"cg08777203",0.0333
"chr8",49383996,"cg04307193",0.03329
"chr3",197226107,"cg04872717",-0.03329
"chr11",13162029,"cg06545198",0.03329
"chr19",7145750,"cg20163038",-0.03329
"chr4",2694305,"cg07288579",0.03329
"chr6",32165889,"cg24964350",0.03328
"chr8",17506463,"cg20599118",-0.03326
"chr6",38025438,"cg07788952",-0.03326
"chr9",35616244,"cg03487430",-0.03325
"chr2",39565816,"cg10679625",0.03325
"chr11",68310393,"cg10976024",0.03325
"chr13",20805391,"cg01700504",0.03324
"chr2",62020677,"cg07589899",-0.03323
"chr20",60850040,"cg10935165",-0.03323
"chr12",62878940,"cg18543521",-0.03321
"chr16",11529312,"cg23405605",0.03319
"chr2",231994171,"cg21664159",0.03319
"chr6",31636301,"cg08432075",0.03318
"chr17",47966866,"cg15391690",-0.03317
"chr12",44766066,"cg20053001",0.03317
"chr1",219742152,"cg21026868",0.03317
"chr2",234118754,"cg03262802",-0.03316
"chr1",220930027,"cg17304702",0.03316
"chr3",193698231,"cg19107881",0.03316
"chr5",19315416,"cg21719150",0.03315
"chr13",111935508,"cg22795345",-0.03313
"chr17",53360714,"cg05087952",-0.03313
"chr3",50379908,"cg22136721",0.03313
"chr14",49945484,"cg24567859",-0.03312
"chr15",44520461,"cg04720811",-0.03312
"chr14",81753629,"cg15063749",0.03312
"chr20",21137039,"cg14175979",-0.03311
"chr18",48380559,"cg20824707",0.03311
"chr22",50520995,"cg19472243",0.03309
"chr1",53379056,"cg24508475",0.03308
"chr19",21773418,"cg23367146",0.03307
"chr17",66568517,"cg04258972",-0.03307
"chr14",105775930,"cg18404346",0.03306
"chr22",46522827,"cg01929764",-0.03305
"chr15",65407524,"cg22443944",0.03305
"chr1",29502946,"cg13641532",0.03305
"chr6",149336332,"cg17384769",0.03304
"chr20",34750927,"cg14885781",0.03302
"chr1",206691380,"cg20772292",-0.03301
"chr2",69811774,"cg27237019",0.03301
"chr2",220443780,"cg18245735",0.033
"chr20",23100219,"cg11729227",-0.033
"chr11",94982768,"cg25352296",0.03299
"chr16",50307938,"cg18358650",0.03298
"chr13",49917452,"cg04874511",-0.03297
"chr3",111918743,"cg08690910",-0.03297
"chr1",54618742,"cg12265369",-0.03295
"chr18",42273433,"cg11201297",-0.03295
"chr3",38324039,"cg07925180",-0.03294
"chr6",20689477,"cg14158242",0.03292
"chr11",112131509,"cg01743835",-0.03292
"chr21",42687544,"cg06735472",-0.03291
"chr14",68716638,"cg27127842",0.0329
"chr6",5338726,"cg10030699",-0.03287
"chr3",190039021,"cg03601351",0.03287
"chr13",30998440,"cg10512779",0.03287
"chr10",49513232,"cg11870538",0.03286
"chr1",109733576,"cg07017074",-0.03285
"chr5",148318321,"cg23855260",0.03285
"chr11",69982941,"cg24276624",0.03285
"chr1",212312063,"cg25159046",0.03284
"chr3",5181468,"cg09605467",0.03282
"chr17",19273426,"cg22639195",-0.03282
"chr5",139133715,"cg01814149",-0.03282
"chr3",122863173,"cg24168488",-0.03282
"chr14",71110536,"cg08280368",-0.03281
"chr11",60930188,"cg00009088",-0.03281
"chr13",31571686,"cg12575601",-0.03279
"chr19",11178145,"cg02505407",-0.03279
"chr12",836530,"cg22573494",0.03278
"chr5",95976631,"cg21541565",-0.03277
"chr1",201982404,"cg04125586",0.03277
"chr15",60735293,"cg17310995",-0.03276
"chr3",183028907,"cg18145797",0.03276
"chr5",17302275,"cg11538129",-0.03276
"chr11",103922658,"cg20894004",-0.03276
"chr15",80389633,"cg02259420",-0.03275
"chr3",24633536,"cg16964683",0.03274
"chr2",101541372,"cg15308037",0.03274
"chr1",17381850,"cg22688160",-0.03273
"chr7",155473359,"cg00009085",0.03271
"chr21",42687564,"cg02715337",-0.03271
"chr6",158441697,"cg15092622",-0.0327
"chr1",1602656,"cg03972505",-0.03269
"chr20",44492887,"cg15940546",-0.03267
"chr4",79582887,"cg08376014",-0.03266
"chr6",35036318,"cg18004236",-0.03265
"chr12",118856628,"cg20474663",-0.03263
"chr2",174025843,"cg06500418",0.03263
"chr18",77921368,"cg20989899",-0.03262
"chr8",96202621,"cg08845268",0.03262
"chr1",204453066,"cg03605704",0.03262
"chr7",90868585,"cg24022879",0.03261
"chr15",31523257,"cg01869288",-0.0326
"chr19",42712336,"cg08173439",0.03259
"chr5",61639323,"cg23323684",0.03259
"chr22",40937368,"cg07084024",-0.03259
"chr14",20959675,"cg05481005",0.03258
"chr2",11433357,"cg11427511",-0.03258
"chr14",92994238,"cg17759047",-0.03257
"chr1",206229625,"cg09631259",-0.03257
"chr1",161040723,"cg15313204",-0.03256
"chr11",27694685,"cg07919246",-0.03256
"chr5",140772256,"cg14458068",-0.03256
"chr6",111902611,"cg16155413",-0.03255
"chr4",6967215,"cg05810879",-0.03255
"chr4",169425430,"cg22194040",0.03254
"chr15",60662488,"cg17893775",-0.03253
"chr1",14609119,"cg01715450",-0.03253
"chr11",27076803,"cg08185591",0.03253
"chr1",94534645,"cg01807748",-0.03253
"chr3",57332341,"cg01335346",0.03252
"chr17",38761774,"cg15918237",-0.03251
"chr6",32045525,"cg15179921",0.03251
"chr14",50474938,"cg26255634",0.0325
"chr10",74436268,"cg20324784",-0.0325
"chr7",142977348,"cg09918454",-0.03249
"chr4",8643968,"cg26061593",0.03248
"chr10",35330496,"cg07125981",-0.03247
"chr11",59035490,"cg05439936",0.03245
"chr16",12214807,"cg26974444",0.03245
"chr14",69152424,"cg22760668",0.03244
"chr10",133797327,"cg08610968",-0.03243
"chr6",19437075,"cg02325544",0.03243
"chr2",103334345,"cg06040925",-0.03243
"chr21",47777635,"cg00989069",0.03241
"chr4",8209196,"cg07026750",0.03241
"chr4",84474398,"cg25555844",-0.03239
"chr3",157248588,"cg22641636",0.03239
"chr7",116181913,"cg07269844",0.03237
"chr1",13931840,"cg06917217",0.03237
"chr20",39197005,"cg21752624",0.03237
"chr22",47442554,"cg14888223",0.03237
"chr2",238938451,"cg01656495",-0.03236
"chr12",89769621,"cg09664118",-0.03235
"chr1",45687697,"cg12413474",0.03234
"chr1",113732812,"cg03773110",0.03233
"chr9",87561162,"cg15509461",0.03233
"chr5",54995287,"cg14404008",-0.03233
"chr1",12445337,"cg04275506",-0.03233
"chr9",123300929,"cg04225274",-0.03231
"chr17",30894489,"cg17606019",-0.0323
"chr8",134087276,"cg18886943",-0.03229
"chr2",27850110,"cg17040037",0.03229
"chr17",41726469,"cg13228313",0.03228
"chr6",33638550,"cg05876496",0.03227
"chr3",171529090,"cg26752773",0.03227
"chr6",111925158,"cg11572080",-0.03227
"chr10",104003308,"cg06893318",0.03226
"chr8",37895186,"cg02445892",0.03225
"chr5",133563532,"cg08969102",0.03225
"chr2",106760388,"cg23310936",-0.03225
"chr9",20208778,"cg21161931",-0.03222
"chr2",38008374,"cg20468815",-0.03222
"chr1",11792692,"cg16912292",-0.03221
"chr3",64211328,"cg07480640",-0.03219
"chr1",33612991,"cg20410537",-0.03219
"chr9",80210605,"cg14626381",0.03219
"chr3",44595409,"cg13029348",0.03218
"chr12",96390059,"cg25137372",0.03218
"chr1",151509791,"cg05103376",-0.03217
"chr5",149429924,"cg26057482",-0.03217
"chr12",102173158,"cg27136130",0.03216
"chr2",45187218,"cg05906244",0.03215
"chr14",69181791,"cg05572048",-0.03215
"chr18",12038128,"cg03718025",-0.03215
"chr3",170421072,"cg05804503",0.03214
"chr12",111234798,"cg14290037",-0.03214
"chr21",31014096,"cg06386464",-0.03214
"chr11",17186637,"cg08667706",0.03214
"chr3",65879398,"cg07398325",0.03212
"chr6",35863565,"cg03773959",-0.03212
"chr11",85941198,"cg09483132",0.03212
"chr4",73178545,"cg14349862",-0.03212
"chr17",18892697,"cg15782239",-0.03211
"chr11",19137472,"cg13384046",0.03209
"chr1",206731166,"cg22401939",-0.03208
"chr1",88319865,"cg21131989",-0.03207
"chr14",75672550,"cg17917903",0.03207
"chr3",38034694,"cg09405613",-0.03207
"chr10",75193254,"cg08945443",0.03206
"chr2",134334455,"cg24827838",0.03206
"chr3",125237438,"cg00032664",-0.03205
"chr8",86255751,"cg11407384",-0.03205
"chr11",3744503,"cg03346852",0.03205
"chr6",45492140,"cg26681324",0.03205
"chr11",62682095,"cg19944895",0.03205
"chr2",113791829,"cg12516036",0.03204
"chr8",19615741,"cg10941916",-0.03204
"chr1",161010454,"cg00419855",0.03203
"chr7",30624246,"cg13337295",0.03202
"chr1",156967143,"cg11539866",0.03202
"chr1",151696417,"cg20745419",-0.03202
"chr2",20240498,"cg14602909",0.03201
"chr5",134544265,"cg12923043",0.03201
"chr2",237640591,"cg09129590",-0.03199
"chr13",25200496,"cg00504274",0.03199
"chr11",34580491,"cg26444636",0.03196
"chr6",111200500,"cg12760508",0.03194
"chr12",64646546,"cg14637125",-0.03193
"chr1",215779210,"cg10628618",0.03192
"chr13",99133406,"cg05271278",0.03191
"chr12",122880063,"cg27447534",-0.03189
"chr18",20986225,"cg27655508",0.03188
"chr16",47426181,"cg06202829",0.03187
"chr9",129891072,"cg08644837",-0.03186
"chr4",124552897,"cg13359161",0.03185
"chr12",91619323,"cg01632958",0.03185
"chr8",135505342,"cg16547038",-0.03185
"chr3",126151328,"cg12550567",-0.03183
"chr13",60397725,"cg25654274",-0.03183
"chr6",106709978,"cg09492693",0.03182
"chr2",102608192,"cg17142183",0.03181
"chr3",186262063,"cg07440031",0.03178
"chr6",148563512,"cg10454903",-0.03178
"chr15",93610211,"cg19718759",0.03175
"chr14",89718478,"cg17716338",0.03175
"chr19",48629484,"cg09609708",-0.03174
"chr6",31636368,"cg05614351",0.03173
"chr14",85887599,"cg15724820",0.03173
"chr15",69916739,"cg20876014",-0.03173
"chr16",14495469,"cg11050618",-0.03172
"chr17",44800237,"cg18591130",0.03172
"chr6",30455858,"cg21297314",0.03171
"chr9",33108108,"cg01399251",-0.0317
"chr4",48989713,"cg14240528",-0.0317
"chr5",758277,"cg09207591",-0.0317
"chr6",91156138,"cg02778759",-0.03169
"chr8",63945368,"cg20233988",0.03169
"chr8",134333296,"cg08981844",0.03166
"chr11",116528695,"cg13464740",0.03165
"chr16",89831437,"cg19011590",-0.03165
"chr2",55585089,"cg19449111",0.03164
"chr13",30484611,"cg06908033",0.03163
"chr1",171291043,"cg23959877",0.03162
"chr15",59524653,"cg17148430",0.03161
"chr14",63943679,"cg02312317",-0.0316
"chr1",178602251,"cg02711171",-0.0316
"chr7",49294903,"cg27567314",0.03159
"chr2",25517869,"cg18169886",0.03159
"chr6",86100013,"cg21369890",0.03158
"chr14",89714270,"cg05844748",0.03156
"chr16",12001466,"cg11548353",0.03155
"chr1",27911158,"cg15612910",-0.03154
"chr8",141901830,"cg12555313",-0.03153
"chr14",65086043,"cg19271068",0.03152
"chr10",103755878,"cg05377979",-0.0315
"chr5",52891543,"cg24814288",-0.0315
"chr16",46983286,"cg01744161",-0.0315
"chr9",112828632,"cg00361393",-0.03149
"chr15",31253792,"cg09971488",0.03148
"chr20",45527433,"cg16976494",-0.03147
"chr10",99113940,"cg26888282",-0.03147
"chr9",124792383,"cg26170548",0.03146
"chr10",94068109,"cg02751143",-0.03146
"chr16",89628775,"cg25145728",-0.03144
"chr5",137897960,"cg24606352",-0.03143
"chr6",37271197,"cg15813293",0.03143
"chr12",105130282,"cg15404019",0.03139
"chr7",127851818,"cg16970086",-0.03139
"chr3",171106511,"cg21062805",0.03139
"chr1",39265808,"cg06780308",-0.03139
"chr14",103477661,"cg06319903",0.03138
"chr10",12744626,"cg16123687",-0.03138
"chr5",52773135,"cg18899355",-0.03137
"chr2",8288565,"cg23671252",-0.03137
"chr14",104565926,"cg16560137",0.03136
"chr4",159927510,"cg21305371",0.03136
"chr2",171319510,"cg08036078",-0.03135
"chr5",140009963,"cg26324506",0.03135
"chr6",121864792,"cg10648239",0.03133
"chr15",56703763,"cg24831232",-0.03133
"chr9",140714812,"cg01202028",-0.03133
"chr2",85648745,"cg04569877",-0.03132
"chr10",118648016,"cg04713102",-0.0313
"chr3",122208903,"cg09884422",-0.0313
"chr12",105128538,"cg13016924",-0.03129
"chr22",45593503,"cg01883819",-0.03128
"chr12",95496740,"cg17879774",0.03128
"chr2",219015004,"cg06427857",0.03128
"chr9",132264246,"cg07171917",0.03127
"chr2",111996275,"cg25039051",-0.03127
"chr16",83972189,"cg24211465",-0.03125
"chr6",39666770,"cg26973137",-0.03125
"chr20",46578052,"cg22601819",0.03124
"chr17",19363769,"cg17798633",0.03124
"chr12",15907517,"cg01975858",0.03124
"chr8",61842553,"cg16233888",0.03123
"chr20",30297106,"cg17168956",-0.03122
"chr17",43237239,"cg19070465",0.03122
"chr7",658218,"cg14656259",-0.03121
"chr17",41648125,"cg09317616",-0.03121
"chr15",85347344,"cg21695727",0.03121
"chr8",29604830,"cg16653838",-0.03117
"chr5",81463538,"cg19228537",0.03117
"chr1",26225987,"cg01130040",-0.03116
"chr1",85412601,"cg13227206",-0.03116
"chr18",56188443,"cg19257719",-0.03115
"chr19",10254526,"cg07627628",-0.03115
"chr6",86271771,"cg21469501",0.03114
"chr6",2963052,"cg26692232",0.03113
"chr12",132280704,"cg12181028",0.03113
"chr10",79523538,"cg10446583",0.03112
"chr10",90161517,"cg01353232",0.03112
"chr7",80231487,"cg24275848",-0.03111
"chr11",17207724,"cg21972837",0.0311
"chr5",60573761,"cg04811413",-0.03109
"chr8",48512758,"cg26133767",0.03109
"chr15",39683446,"cg14420709",-0.03108
"chr1",83452291,"cg21093172",0.03108
"chr11",12753523,"cg26744641",0.03108
"chr17",49500206,"cg06000217",0.03107
"chr17",77029337,"cg17095810",-0.03106
"chr5",122257694,"cg21316119",0.03105
"chr7",73650354,"cg04650104",0.03105
"chr11",123421927,"cg01246664",-0.03103
"chr1",45910779,"cg10186336",0.03101
"chr5",154210989,"cg11865245",-0.031
"chr5",111563324,"cg18223055",-0.031
"chr8",19120301,"cg15266265",-0.031
"chr1",3807709,"cg19375403",0.031
"chr11",1358675,"cg01097384",0.03099
"chr20",47549925,"cg23601597",0.03099
"chr6",109053447,"cg18736676",0.03099
"chr1",110575231,"cg04698440",-0.03099
"chr10",28593236,"cg17256506",-0.03098
"chr2",235098156,"cg13667124",-0.03097
"chr2",161431244,"cg08374298",0.03096
"chr1",28807088,"cg24830331",-0.03096
"chr3",99639715,"cg15518046",-0.03093
"chr7",69946662,"cg26665530",-0.03093
"chr12",105065028,"cg00608661",-0.03092
"chr1",173394034,"cg26253639",-0.03092
"chr9",102874024,"cg14740901",-0.0309
"chr6",154568923,"cg18669822",-0.03089
"chr20",2859901,"cg05504059",-0.03089
"chr12",28126534,"cg11891239",-0.03088
"chr11",114763468,"cg00321797",-0.03088
"chr16",14468106,"cg09649897",-0.03088
"chr4",78118316,"cg10664840",-0.03087
"chr21",35404441,"cg15861754",0.03087
"chr10",122367771,"cg12661000",0.03085
"chr1",201029943,"cg08829283",0.03084
"chr15",78342826,"cg00897087",-0.03084
"chr7",93597941,"cg02308259",-0.03083
"chr4",7261598,"cg25940356",0.03082
"chr7",151310010,"cg04578183",-0.03082
"chr12",50955961,"cg15320811",0.03082
"chr9",95993155,"cg14137354",-0.03082
"chr8",28180148,"cg22560812",-0.03081
"chr2",55379723,"cg16925948",-0.03081
"chr21",43421244,"cg22201666",-0.0308
"chr1",231647942,"cg05778935",-0.0308
"chr6",3619075,"cg09155591",-0.0308
"chr15",51285906,"cg03118485",-0.03077
"chr5",59012102,"cg22398242",-0.03076
"chr6",121767874,"cg11486295",-0.03075
"chr2",60575050,"cg19248668",0.03074
"chr7",25965876,"cg18496131",0.03072
"chr11",129736336,"cg06072950",0.03071
"chr2",31750589,"cg25062017",0.03071
"chr11",112214137,"cg20798017",0.0307
"chr3",59645614,"cg04981165",-0.03069
"chr6",25335367,"cg16564333",0.03069
"chr5",179660201,"cg15103079",-0.03068
"chr17",60937353,"cg14362952",0.03068
"chr19",874826,"cg03972554",0.03068
"chr16",68106750,"cg02410174",-0.03067
"chr9",129219201,"cg01387179",0.03064
"chr13",24249161,"cg14985741",-0.03064
"chr1",29220069,"cg04962763",-0.03062
"chr16",48482436,"cg16912030",-0.03062
"chr4",170177578,"cg15201809",-0.03062
"chr5",86525880,"cg26924312",0.0306
"chr15",49339393,"cg02144475",-0.0306
"chr1",145433592,"cg18654932",0.03059
"chr2",151328653,"cg19907358",-0.03059
"chr5",177899385,"cg10561083",-0.03059
"chr20",36840286,"cg03696899",-0.03058
"chr11",65402908,"cg02059970",-0.03057
"chr11",77182075,"cg15003737",0.03057
"chr7",101712212,"cg06104935",0.03057
"chr5",159823483,"cg01596171",-0.03056
"chr13",76133745,"cg07264319",0.03056
"chr11",11138882,"cg10765777",0.03056
"chr13",50199946,"cg01492626",0.03055
"chr4",183164078,"cg12451606",-0.03054
"chr3",4765015,"cg01133103",-0.03053
"chr1",66723021,"cg15299606",-0.03052
"chr8",143835022,"cg16733117",0.0305
"chr15",69433702,"cg24248007",-0.0305
"chr10",115511153,"cg11204562",0.0305
"chr15",59530316,"cg21994966",0.03049
"chr7",90799247,"cg04589062",0.03048
"chr4",139032786,"cg22769483",-0.03048
"chr7",36723794,"cg06827792",-0.03047
"chr2",221145106,"cg20715674",-0.03047
"chr4",153621596,"cg16470407",-0.03047
"chr17",54395292,"cg04585778",-0.03044
"chr3",79198115,"cg17346034",0.03043
"chr5",108351363,"cg22737859",0.03042
"chr16",56462172,"cg08943361",0.03041
"chr6",110023769,"cg22707746",0.03041
"chr7",30571161,"cg11907810",0.03039
"chr12",48217704,"cg07697828",0.03036
"chr3",136559194,"cg22760019",-0.03036
"chr3",64083787,"cg26920291",0.03036
"chr4",7926171,"cg07858452",0.03035
"chr5",175799083,"cg10229061",0.03032
"chr6",15901093,"cg06333027",-0.03032
"chr9",2764442,"cg26106747",0.03031
"chr16",67798550,"cg20259531",0.03031
"chr11",94826095,"cg11378101",-0.03031
"chr10",6364079,"cg08619295",0.03031
"chr1",91392504,"cg06422525",0.0303
"chr2",177446447,"cg23978724",0.03029
"chr17",62168737,"cg17700352",0.03029
"chr3",119276917,"cg13458803",-0.03028
"chr5",146213555,"cg07429243",-0.03028
"chr10",88145798,"cg10293840",0.03027
"chr1",232750286,"cg13361910",0.03027
"chr1",229663025,"cg13205561",0.03025
"chr2",237621701,"cg04549268",0.03025
"chr3",77955407,"cg13035959",-0.03024
"chr15",42379614,"cg06256587",-0.03023
"chr6",33234235,"cg26285037",0.03021
"chr9",33249546,"cg09527033",-0.0302
"chr11",71697292,"cg11567978",-0.0302
"chr21",34330768,"cg20714544",-0.0302
"chr6",135174920,"cg23226631",0.0302
"chr21",16991016,"cg02461475",0.03019
"chr14",37422079,"cg06490299",0.03018
"chr18",77670697,"cg06521305",0.03018
"chr20",5695792,"cg17290674",-0.03018
"chr17",20171047,"cg07103201",-0.03017
"chr3",149192304,"cg13235059",-0.03017
"chr10",95097286,"cg00019553",-0.03016
"chr13",99671342,"cg26317554",0.03015
"chr12",49173414,"cg19120580",0.03015
"chr6",14950665,"cg23672518",-0.03015
"chr6",11806488,"cg09316855",-0.03014
"chr1",109751465,"cg19082914",0.03013
"chr3",62104909,"cg01071477",0.03012
"chr3",42530661,"cg11331322",0.0301
"chr16",68964311,"cg27158134",0.03009
"chr20",25322514,"cg13358693",-0.03009
"chr3",172420374,"cg05465295",0.03008
"chr16",23562343,"cg09555902",0.03008
